"REF_DATE","GEO","DGUID","Age group","Sex","Indicators","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Newfoundland and Labrador","2016A000210","65 years and over","Both sexes","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110793552","2.6.1.1.4","53.7","","","","1"
"2015","Newfoundland and Labrador","2016A000210","65 years and over","Both sexes","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110793553","2.6.1.1.5","44.0","","","","1"
"2016","Newfoundland and Labrador","2016A000210","65 years and over","Both sexes","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110793553","2.6.1.1.5","43.6","","","","1"
"2017","Newfoundland and Labrador","2016A000210","65 years and over","Both sexes","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110793553","2.6.1.1.5","49.1","","","","1"
"2018","Newfoundland and Labrador","2016A000210","65 years and over","Both sexes","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110793553","2.6.1.1.5","49.3","","","","1"
"2019","Newfoundland and Labrador","2016A000210","65 years and over","Both sexes","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110793553","2.6.1.1.5","51.9","","","","1"
"2020","Newfoundland and Labrador","2016A000210","65 years and over","Both sexes","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110793553","2.6.1.1.5","50.2","","","","1"
"2021","Newfoundland and Labrador","2016A000210","65 years and over","Both sexes","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110793553","2.6.1.1.5","49.9","","","","1"
"2015","Newfoundland and Labrador","2016A000210","65 years and over","Both sexes","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110793554","2.6.1.1.6","55.8","","","","1"
"2016","Newfoundland and Labrador","2016A000210","65 years and over","Both sexes","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110793554","2.6.1.1.6","54.7","","","","1"
"2017","Newfoundland and Labrador","2016A000210","65 years and over","Both sexes","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110793554","2.6.1.1.6","60.8","","","","1"
"2018","Newfoundland and Labrador","2016A000210","65 years and over","Both sexes","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110793554","2.6.1.1.6","59.8","","","","1"
"2019","Newfoundland and Labrador","2016A000210","65 years and over","Both sexes","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110793554","2.6.1.1.6","57.7","","","","1"
"2020","Newfoundland and Labrador","2016A000210","65 years and over","Both sexes","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110793554","2.6.1.1.6","56.7","","","","1"
"2021","Newfoundland and Labrador","2016A000210","65 years and over","Both sexes","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110793554","2.6.1.1.6","57.4","","","","1"
"2015","Newfoundland and Labrador","2016A000210","65 years and over","Males","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110793734","2.6.2.1.4","48.8","","","","1"
"2016","Newfoundland and Labrador","2016A000210","65 years and over","Males","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110793734","2.6.2.1.4","50.0","","","","1"
"2017","Newfoundland and Labrador","2016A000210","65 years and over","Males","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110793734","2.6.2.1.4","47.8","","","","1"
"2018","Newfoundland and Labrador","2016A000210","65 years and over","Males","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110793734","2.6.2.1.4","50.1","","","","1"
"2019","Newfoundland and Labrador","2016A000210","65 years and over","Males","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110793734","2.6.2.1.4","52.1","","","","1"
"2020","Newfoundland and Labrador","2016A000210","65 years and over","Males","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110793734","2.6.2.1.4","52.6","","","","1"
"2021","Newfoundland and Labrador","2016A000210","65 years and over","Males","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110793734","2.6.2.1.4","49.9","","","","1"
"2015","Newfoundland and Labrador","2016A000210","65 years and over","Males","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110793735","2.6.2.1.5","40.5","","","","1"
"2016","Newfoundland and Labrador","2016A000210","65 years and over","Males","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110793735","2.6.2.1.5","42.5","","","","1"
"2017","Newfoundland and Labrador","2016A000210","65 years and over","Males","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110793735","2.6.2.1.5","38.8","","","","1"
"2018","Newfoundland and Labrador","2016A000210","65 years and over","Males","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110793735","2.6.2.1.5","41.6","","","","1"
"2019","Newfoundland and Labrador","2016A000210","65 years and over","Males","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110793735","2.6.2.1.5","47.9","","","","1"
"2020","Newfoundland and Labrador","2016A000210","65 years and over","Males","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110793735","2.6.2.1.5","47.7","","","","1"
"2021","Newfoundland and Labrador","2016A000210","65 years and over","Males","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110793735","2.6.2.1.5","44.4","","","","1"
"2015","Newfoundland and Labrador","2016A000210","65 years and over","Males","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110793736","2.6.2.1.6","57.2","","","","1"
"2016","Newfoundland and Labrador","2016A000210","65 years and over","Males","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110793736","2.6.2.1.6","57.6","","","","1"
"2017","Newfoundland and Labrador","2016A000210","65 years and over","Males","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110793736","2.6.2.1.6","56.8","","","","1"
"2018","Newfoundland and Labrador","2016A000210","65 years and over","Males","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110793736","2.6.2.1.6","58.7","","","","1"
"2019","Newfoundland and Labrador","2016A000210","65 years and over","Males","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110793736","2.6.2.1.6","56.4","","","","1"
"2020","Newfoundland and Labrador","2016A000210","65 years and over","Males","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110793736","2.6.2.1.6","57.4","","","","1"
"2021","Newfoundland and Labrador","2016A000210","65 years and over","Males","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110793736","2.6.2.1.6","55.3","","","","1"
"2015","Newfoundland and Labrador","2016A000210","65 years and over","Females","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110793916","2.6.3.1.4","50.8","","","","1"
"2016","Newfoundland and Labrador","2016A000210","65 years and over","Females","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110793916","2.6.3.1.4","48.3","","","","1"
"2017","Newfoundland and Labrador","2016A000210","65 years and over","Females","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110793916","2.6.3.1.4","61.5","","","","1"
"2018","Newfoundland and Labrador","2016A000210","65 years and over","Females","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110793916","2.6.3.1.4","58.6","","","","1"
"2019","Newfoundland and Labrador","2016A000210","65 years and over","Females","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110793916","2.6.3.1.4","57.1","","","","1"
"2020","Newfoundland and Labrador","2016A000210","65 years and over","Females","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110793916","2.6.3.1.4","54.3","","","","1"
"2021","Newfoundland and Labrador","2016A000210","65 years and over","Females","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110793916","2.6.3.1.4","57.2","","","","1"
"2015","Newfoundland and Labrador","2016A000210","65 years and over","Females","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110793917","2.6.3.1.5","42.8","","","","1"
"2016","Newfoundland and Labrador","2016A000210","65 years and over","Females","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110793917","2.6.3.1.5","39.8","","","","1"
"2017","Newfoundland and Labrador","2016A000210","65 years and over","Females","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110793917","2.6.3.1.5","53.6","","","","1"
"2018","Newfoundland and Labrador","2016A000210","65 years and over","Females","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110793917","2.6.3.1.5","51.1","","","","1"
"2019","Newfoundland and Labrador","2016A000210","65 years and over","Females","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110793917","2.6.3.1.5","53.2","","","","1"
"2020","Newfoundland and Labrador","2016A000210","65 years and over","Females","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110793917","2.6.3.1.5","49.6","","","","1"
"2021","Newfoundland and Labrador","2016A000210","65 years and over","Females","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110793917","2.6.3.1.5","52.0","","","","1"
"2015","Newfoundland and Labrador","2016A000210","65 years and over","Females","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110793918","2.6.3.1.6","58.8","","","","1"
"2016","Newfoundland and Labrador","2016A000210","65 years and over","Females","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110793918","2.6.3.1.6","57.0","","","","1"
